gene-cCRE pairs	PCC	p-value	FDR
Foxp1|cCREs207290	0.498962977073882	0.00434274300003956	0.0324820705201091
Foxp2|cCREs198244	0.71608649019011	8.72036627768136e-05	0.00452222211660553
Foxp2|cCREs198245	0.520063008107719	0.00312912613592964	0.0269786506430306
Foxp2|cCREs198246	0.56017496737264	0.0016275583548172	0.018671171393628
Foxp2|cCREs198249	0.649584350837052	0.000327705205521389	0.00800668487509878
Foxp2|cCREs198250	0.866595843528297	2.8628572137368e-06	0.00204682018776969
Foxp2|cCREs198252	0.74435129570918	4.80027937337368e-05	0.00378549290310675
Foxp2|cCREs198253	0.691188675122405	0.000145058011035593	0.00555540647916094
Foxp2|cCREs198254	0.509999915456579	0.00366359894247326	0.0295385000318313
Foxp2|cCREs198255	0.583282718203953	0.00109658836395921	0.0151214880043944
Foxp2|cCREs198257	0.577662367097318	0.00120862506357255	0.0159506742876636
Foxp2|cCREs198258	0.766224982076766	2.98191086455235e-05	0.00317735828835597
Foxp2|cCREs198259	0.461583963331482	0.0075539685301852	0.0448593993508893
Foxp2|cCREs198260	0.516469702812482	0.00331133440953191	0.0278536059506333
Foxp2|cCREs198263	0.727267142258363	6.90307226602904e-05	0.0042422589806035
Foxred2|cCREs92685	0.613929736494028	0.000636182745901603	0.0112076314345485
Fpgt|cCREs165741	0.50385284679083	0.00402906612410092	0.0311543780138782
Fras1|cCREs190611	0.461010964970715	0.00761630269782765	0.0450558779810711
Frat1|cCREs128286	0.475912237665067	0.00613463683062665	0.0396952084719962
Frmd4b|cCREs206942	0.487525201667528	0.00516320424278904	0.0358440177900491
Frmd4b|cCREs206948	0.766828165533911	2.94250275395536e-05	0.00315078303509894
Frmd4b|cCREs206951	0.73703969907701	5.61293144141217e-05	0.00393041403132829
Frmd4b|cCREs206977	0.78647344478014	1.89805529001719e-05	0.00289723065092085
Frmd4b|cCREs206978	0.726240134820856	7.05380137754341e-05	0.00426237761109356
Frmd4b|cCREs206979	0.593506762846174	0.000916860773717998	0.013766070577988
Frmd4b|cCREs206980	0.741179926040853	5.13808451898523e-05	0.00382940010342562
Frmd4b|cCREs206987	0.736249356446204	5.70815933630398e-05	0.00394753538915038
Frmd4b|cCREs206988	0.783838578516934	2.01417937337745e-05	0.00289723065092085
Frmd4b|cCREs206992	0.468339713477807	0.00685222397617835	0.0423514079481934
Frmd4b|cCREs206997	0.628846553684638	0.000483899495356988	0.00972225792521242
Frmd4b|cCREs207000	0.759836450915031	3.43114467586947e-05	0.00327736049483866
Frmd4b|cCREs207001	0.768348067833301	2.84537785352201e-05	0.00315078303509894
Frmd4b|cCREs207033	0.483269527682648	0.0055020402401138	0.0372280538638145
Frmd5|cCREs143117	0.485673524005658	0.00530828345345191	0.0364661653809944
Frmd5|cCREs143159	0.506159823147346	0.0038882457911773	0.0304847468193905
Frmpd1|cCREs169830	0.512336836338502	0.00353265631584443	0.0289448604589403
Frmpd1|cCREs169836	0.495309232009524	0.00459118704054329	0.0334411282083453
Frmpd1|cCREs169837	0.577302346326586	0.00121614703913009	0.0160068600477375
Frmpd1|cCREs169839	0.505217405798232	0.00394523032224026	0.0307626685985128
Frrs1l|cCREs171225	0.685982633127998	0.000161020816068502	0.00585518001504438
Frrs1l|cCREs171231	0.769162849382125	2.79456980434301e-05	0.0031411564623253
Frrs1l|cCREs171243	0.692998337166592	0.000139865477463474	0.00543531643339859
Frrs1l|cCREs171272	0.633837680575971	0.000441010382014495	0.00925281756999019
Frrs1l|cCREs171276	0.45087751938913	0.00879597820344447	0.0491386448481807
Fry|cCREs197084	0.53674781215845	0.00239585239880202	0.0232220383420267
Fry|cCREs197120	0.478804865697802	0.00587861562916003	0.0386239078340051
Frzb|cCREs139129	0.450926670166795	0.00878989004040531	0.0491332076705935
Frzb|cCREs139132	0.471563629661028	0.00653811997575216	0.0412297075335255
Frzb|cCREs139166	0.487450401889497	0.00516899571510487	0.0358700883060672
Frzb|cCREs139180	0.706430861406422	0.000106429621383963	0.00481172961485359
Frzb|cCREs139192	0.702907364684794	0.000114387716060538	0.00495655139352613
Frzb|cCREs139198	0.758165596548045	3.55879530611336e-05	0.00328821487278666
Frzb|cCREs139212	0.506661050748199	0.00385823979190469	0.0303756638227253
Frzb|cCREs139217	0.48579110834368	0.00529896402966801	0.036451327337236
Frzb|cCREs139222	0.451747503630548	0.00868876038207955	0.0487881033217929
Fsip1|cCREs142725	0.465637667731475	0.00712567279233711	0.0434177059642875
Fsip1|cCREs142726	0.550082393998883	0.00192579869855469	0.0205368012545024
Fsip1|cCREs142729	0.761518202765482	3.30704438235019e-05	0.00327511054401548
Fsip1|cCREs142730	0.705308177368466	0.000108907037216999	0.00483721272871147
Fsip1|cCREs142733	0.617028564955888	0.000601309805379535	0.0109134012788852
Fsip1|cCREs142736	0.719458927284633	8.12958280825837e-05	0.00442864820442038
Fsip1|cCREs142737	0.604388096820913	0.000755625713992014	0.0123372179827593
Fsip1|cCREs142739	0.564588510207997	0.00151088706469893	0.0179120440234193
Fsip1|cCREs142788	0.494119280967828	0.00467479629993106	0.0338170899599858
Fst|cCREs72986	0.579663097545833	0.00116759380411036	0.015610099465375
Fst|cCREs72991	0.655984972068119	0.000289920597572491	0.00752929820262657
Fst|cCREs72996	0.637140205588169	0.000414598675090749	0.00896928144790061
Fst|cCREs72999	0.638240698238297	0.000406128730679134	0.00887817783697805
Fst|cCREs73000	0.752247234851575	4.04802998026366e-05	0.00351879000800846
Fst|cCREs73008	0.720890341505292	7.89039218194176e-05	0.00440842785813607
Fst|cCREs73018	0.592013335934247	0.000941304909642393	0.0139391722553965
Fst|cCREs73033	0.879943624563995	2.05544989340112e-06	0.00204682018776969
Fstl5|cCREs156900	0.78348051100584	2.03047098974452e-05	0.00289723065092085
Fto|cCREs233541	0.614958398369656	0.000624404781529586	0.0111000393907232
Fubp1|cCREs165286	0.631647398451683	0.000459378301362334	0.00947272828923165
Fus|cCREs222915	0.455243164488579	0.00826942012585441	0.0473917938702593
Fut9|cCREs168260	0.5513039619435	0.00188723168358462	0.0203306322277071
Fut9|cCREs168267	0.582794575020958	0.00110592757839101	0.0152013988154859
Fut9|cCREs168269	0.543283677570745	0.00215383119097012	0.021797848187616
Fxr1|cCREs152950	0.598267590825702	0.000842777221790159	0.0131711424832553
Fxr2|cCREs42117	0.481572723132477	0.00564255665171098	0.0377296004048048
Fxr2|cCREs42137	0.57598184139695	0.00124410480469728	0.0162093498079688
Fxr2|cCREs42175	0.449365770404302	0.00898504819579116	0.0497564561770722
Fxyd7|cCREs214409	0.651664893376932	0.000314947969933699	0.00788130452602553
Fzd1|cCREs181913	0.804920107349071	1.2461633007943e-05	0.00269274269858965
Fzd1|cCREs181945	0.57380662221057	0.00129144334490305	0.0165104190182562
Fzd1|cCREs181952	0.625069349775782	0.000518890660445637	0.0101118030485695
Fzd1|cCREs182006	0.467001488852663	0.00698647270370578	0.0429351242864598
G0s2|cCREs20104	0.639061764048458	0.000399914284882841	0.00880294300396507
G0s2|cCREs20109	0.587275831988209	0.00102286319594513	0.0144892368718564
G0s2|cCREs20118	0.561510653188945	0.00159141165277721	0.0184270130575009
G0s2|cCREs20119	0.69342411745758	0.000138669342142794	0.00541671352667319
G0s2|cCREs20120	0.764225110912595	3.11617532137154e-05	0.00321248146145154
G0s2|cCREs20129	0.490498691549561	0.00493760538812016	0.0349735094390018
G0s2|cCREs20132	0.578485487722773	0.00119158717556722	0.0157954787599456
G0s2|cCREs20133	0.509295318260518	0.00370392461288893	0.0296916286338956
G0s2|cCREs20137	0.534026136608412	0.00250369936194883	0.0238764011148245
G0s2|cCREs20138	0.536418123807675	0.00240868873317612	0.0232869616260141
G0s2|cCREs20176	0.656094081339738	0.00028931315938685	0.00752929820262657
G0s2|cCREs20194	0.721239610280262	7.83304262077511e-05	0.00440842785813607
G0s2|cCREs20197	0.471148500238629	0.00657783823128566	0.0413617285379748
G0s2|cCREs20199	0.68861990707782	0.000152739436732885	0.00569956496313333
G2e3|cCREs53648	0.462089291114844	0.00749936926860773	0.0446943127216043
G2e3|cCREs53649	0.481088343310573	0.00568324965906231	0.0378700251856018
G2e3|cCREs53654	0.484086209444798	0.00543552398223712	0.0369815754357897
G3bp1|cCREs40368	0.46974466091343	0.00671373831025235	0.0418281013126426
G430095P16Rik|cCREs232790	0.480337077661366	0.00574687938727736	0.0380792592669806
G430095P16Rik|cCREs232791	0.678904222861151	0.00018537292921128	0.00618159347403941
Gaa|cCREs48597	0.558729888131263	0.00166750663040782	0.0189240697710294
Gab1|cCREs232324	0.48012485655414	0.00576496797347259	0.0381332068042553
Gab2|cCREs219613	0.576249842709236	0.00123838355836736	0.01614987176932
Gab2|cCREs219637	0.568883167139485	0.0014047326403881	0.0172254117812416
Gab2|cCREs219638	0.554735373715297	0.00178262178417066	0.019683072843544
Gab2|cCREs219668	0.576453889767478	0.00123404374902936	0.0161369831663493
Gabra1|cCREs38731	0.614832940971164	0.000625830383607973	0.011114167205667
Gabra2|cCREs188451	0.454032248806898	0.0084126249237888	0.0478287048028358
Gabra2|cCREs188476	0.473232525294849	0.00638057755985655	0.0406240097115984
Gabra4|cCREs188476	0.45225025412157	0.00862732480112971	0.0485842027772516
Gabra4|cCREs188481	0.608857985109576	0.000697309504230192	0.0117931214745824
Gabra4|cCREs188532	0.704330991358516	0.000111107357206985	0.00488937130370224
Gabra4|cCREs188535	0.684087933230789	0.00016722783716161	0.00589494206406999
Gabra4|cCREs188538	0.76833592245464	2.84614179086873e-05	0.00315078303509894
Gabra4|cCREs188539	0.663220038194167	0.000252111631210639	0.00706487371214924
Gabra4|cCREs188544	0.538605761978683	0.00232466407655374	0.0228450764429047
Gabrb1|cCREs188532	0.459926375788796	0.00773553171850605	0.0455089334061714
Gabrb1|cCREs188535	0.578036459743173	0.00120085421477001	0.0158864445819298
Gabrb1|cCREs188538	0.451959784855093	0.00866277319941489	0.0486749124348582
Gabrb1|cCREs188539	0.676813460984616	0.000193199560838853	0.00626368351634529
Gabrb1|cCREs188544	0.451430548995442	0.00872768877802432	0.0488992981667935
Gabrb2|cCREs38731	0.504758620283968	0.00397324119743037	0.0309126704733391
Gad2|cCREs132656	0.637622987584276	0.00041086296515791	0.00892133055528377
Gad2|cCREs132659	0.463010585995385	0.00740072004738002	0.044356481653899
Gad2|cCREs132661	0.572215982200906	0.0013270962424784	0.0167246284776387
Gad2|cCREs132662	0.57223936379202	0.0013265657123227	0.0167246284776387
Gad2|cCREs132664	0.472773381380826	0.00642358185655323	0.0407848059467437
Gad2|cCREs132667	0.743883096873469	4.84879572008046e-05	0.00378549290310675
Gad2|cCREs132668	0.723602364034792	7.45526373890915e-05	0.00435860778611822
Gad2|cCREs132670	0.696615297163446	0.000130004909803749	0.00523518062561112
Gad2|cCREs132671	0.78036124677215	2.17777988716916e-05	0.00290546425368213
Gad2|cCREs132672	0.684372752852926	0.000166280685927389	0.00589450406225969
Gad2|cCREs132673	0.529784806300931	0.00268053255769496	0.0247662638479071
Gad2|cCREs132674	0.718934484225595	8.21891298212751e-05	0.00444259702701687
Gad2|cCREs132676	0.588221702467919	0.00100607918931039	0.0143606931359629
Gad2|cCREs132693	0.572932845587985	0.00131091842347819	0.0166386526415096
Gad2|cCREs132701	0.483304465999945	0.00549917987838822	0.0372209220522169
Gad2|cCREs132703	0.600702188612483	0.000807058429209251	0.0128863580187728
Gadd45a|cCREs203657	0.490680016134187	0.00492413678358161	0.0349276007447419
Gadd45a|cCREs203684	0.505137975435889	0.00395006719840485	0.0307822178565165
Gadd45a|cCREs203708	0.58646139789376	0.00103752034669113	0.014602926189873
Gadd45g|cCREs66216	0.460743349353526	0.00764557035581681	0.0451784479958938
Gadd45g|cCREs66220	0.618892772896169	0.000581190404760457	0.0107026111783954
Gadd45g|cCREs66281	0.553433806965625	0.00182166399627004	0.0198920348624829
Galnt12|cCREs170179	0.562718422306198	0.00155935819308661	0.0182492559483659
Galnt14|cCREs112222	0.528924074061809	0.00271776679884006	0.0249369258828986
Galnt14|cCREs112228	0.533266626188757	0.00253456864633828	0.0240363336672572
Galnt14|cCREs112229	0.463089432631407	0.00739233077254742	0.044337658370185
Galnt14|cCREs112233	0.491081965242163	0.00489439706544526	0.0347679810894956
Galnt14|cCREs112236	0.642799537463001	0.000372723481927961	0.00845805441965422
Galnt1|cCREs116307	0.543246911094255	0.00215512826244668	0.0218033468220845
Galnt1|cCREs116327	0.535314121891067	0.00245212714266685	0.0235545931692268
Galnt9|cCREs192038	0.573135942263637	0.00130636792512084	0.0166087784280497
Galnt9|cCREs192039	0.493324841372323	0.00473136938632157	0.0341142705916073
Galnt9|cCREs192044	0.609056432018623	0.000694819341597763	0.0117660676138364
Galnt9|cCREs192045	0.487590882581933	0.00515812357319478	0.0358181564796896
Galnt9|cCREs192046	0.576843311791995	0.00122579986132987	0.0161075953433975
Galnt9|cCREs192054	0.631288797450043	0.000462452247108058	0.00950171687772272
Galnt9|cCREs192058	0.560050555726385	0.00163096301454613	0.0186899449873758
Galntl6|cCREs230152	0.576679635395887	0.00122925865749057	0.0161176024958037
Galntl6|cCREs230171	0.483643331897483	0.00547150577908095	0.0371069616232783
Gamt|cCREs28757	0.575886842107803	0.00124613863162626	0.016226490533805
Gan|cCREs236432	0.481030772470583	0.00568810349777005	0.0378700251856018
Gapvd1|cCREs134273	0.587721008164388	0.00101493201837866	0.0144310390377537
Gapvd1|cCREs134276	0.568382187046342	0.00141675487445514	0.0173085787956146
Garnl3|cCREs133972	0.459504464172582	0.00778235444743247	0.0456904260054714
Garnl3|cCREs134008	0.629749067746161	0.000475868725706263	0.00966198156830646
Garnl3|cCREs134009	0.492033690367521	0.00482461738029993	0.0344743156247513
Garnl3|cCREs134026	0.763824083655162	3.14377899651719e-05	0.00321248146145154
Garnl3|cCREs134027	0.584152960795534	0.00108011788983842	0.0149633841666711
Gars|cCREs202695	0.493311364847355	0.00473233431178999	0.0341157463763705
Gas6|cCREs225886	0.504055368099847	0.00401652366807126	0.0311115691910762
Gatad2a|cCREs231190	0.459184755108828	0.00781800089074913	0.0457827329725188
Gbf1|cCREs128786	0.48342287193019	0.00548949593876025	0.0371867742688512
Gbf1|cCREs128812	0.552077299512562	0.00186318031150301	0.0201545216484328
Gbf1|cCREs128816	0.515289453991483	0.00337323099954945	0.0281507392321471
Gclc|cCREs246378	0.451783430457091	0.00868435746814822	0.0487754491550586
Gcnt4|cCREs70587	0.791230261727117	1.70432814788901e-05	0.00289723065092085
Gda|cCREs126033	0.560426217059452	0.00162070236957435	0.018620813246603
Gda|cCREs126034	0.517670585442079	0.00324940572306154	0.0275303529768396
Gda|cCREs126041	0.463278520006768	0.00737224603389475	0.0443004414571052
Gdf10|cCREs76699	0.626121882588571	0.000508911977908699	0.00997644916337265
Gdf10|cCREs76715	0.470344780430445	0.00665534239648491	0.0416163631089238
Gdf10|cCREs76728	0.585196021749594	0.00106067555808542	0.0148183356913488
Gdf10|cCREs76732	0.501841673047512	0.00415553735457086	0.031714701043527
Gdf10|cCREs76734	0.606753807608359	0.000724224222247161	0.0120706320939718
Gdf11|cCREs34642	0.591353002461679	0.000952302801601745	0.0140135726825033
Gdf7|cCREs49551	0.661446364611881	0.000260929804042465	0.0071814260291322
Gem|cCREs167077	0.458102823868488	0.00793970030262281	0.0462392397458863
Gem|cCREs167078	0.512121915149874	0.00354452088431845	0.0290076607706897
Gem|cCREs167160	0.459820693631426	0.00774723673539057	0.0455348319286173
Gen1|cCREs49894	0.584476118810566	0.00107405967261431	0.0149342614462876
Gen1|cCREs49901	0.477094031845056	0.00602886838290617	0.0392631239077195
Gen1|cCREs49904	0.679193207790284	0.000184314750409365	0.0061778088478561
Gfpt1|cCREs205511	0.556950327446166	0.00171792753919176	0.0191981905342854
Gfpt2|cCREs39589	0.661949909804288	0.000258397542614031	0.00715305044657436
Gfpt2|cCREs39593	0.62762408485783	0.000494977522371931	0.00986055674137917
Gfpt2|cCREs39594	0.631429514041662	0.000461243752408636	0.0094889815331058
Gfpt2|cCREs39605	0.526463313729235	0.00282680582980133	0.0254976564724693
Gfpt2|cCREs39637	0.834057374695342	6.29713776312268e-06	0.00223951500002241
Gfra2|cCREs80292	0.451419536448437	0.00872904408457575	0.0489017075380447
Gfra2|cCREs80350	0.736712918594816	5.65212186502961e-05	0.00394090095895356
Gfra2|cCREs80354	0.548166088017017	0.00198774422499437	0.0209153433953494
Gfra2|cCREs80378	0.499650065192304	0.00429738856487927	0.0322798867314432
Gga1|cCREs92840	0.496254001052325	0.0045257581922481	0.0332255655255597
Ghr|cCREs85151	0.581500470603589	0.00113104042632251	0.0153627904321693
Gid4|cCREs40929	0.555313964868008	0.00176551184334051	0.0195903981592251
Gimap4|cCREs201836	0.538146914307089	0.00234206469159226	0.022936193536197
Gins2|cCREs236949	0.502110088672321	0.0041384553553625	0.0316345825840705
Git2|cCREs192733	0.600273302141366	0.000813247881396917	0.0128971947126511
Gjd2|cCREs142207	0.74086640600306	5.17267184408921e-05	0.00382940010342562
Gjd2|cCREs142208	0.606912983648271	0.000722155187132922	0.012047545389887
Gjd2|cCREs142209	0.623964525610758	0.000529559643486999	0.0102107831878626
Gjd2|cCREs142210	0.583167840655596	0.00109877968768179	0.0151346378091401
Gjd2|cCREs142211	0.581173192662758	0.00113747368105899	0.0153947814385784
Gjd2|cCREs142212	0.540330978034123	0.0022602822322112	0.0224203040452937
Gjd2|cCREs142214	0.66146561675903	0.000260832563849345	0.0071814260291322
Gjd2|cCREs142218	0.545572208023709	0.0020744747212228	0.0213591277159295
Gjd2|cCREs142219	0.451318652203104	0.00874146842964574	0.0489504648441304
Gjd2|cCREs142229	0.548605015697408	0.00197339804506302	0.0208383736422829
Gjd2|cCREs142231	0.709160790418422	0.000100624529764892	0.0047493264072259
Gjd2|cCREs142236	0.554379838130125	0.00179321027058221	0.0197478617726791
Gjd3|cCREs45717	0.476229831888264	0.00610605239070194	0.0395673093306754
Glb1l2|cCREs239929	0.688419390901256	0.000153354797496008	0.00570274644022402
Glb1l2|cCREs239941	0.51848133404682	0.00320818712751492	0.0273667898011917
Glb1l2|cCREs239953	0.683617763700233	0.00016880241129491	0.00592932320583274
Glb1l2|cCREs239955	0.571523383201908	0.00134289959105938	0.0168429387514436
Glb1l2|cCREs239956	0.665676664595351	0.00024035625661456	0.00689936603818428
Glb1l2|cCREs239962	0.570725418004551	0.00136132022471425	0.0169486655340104
Glb1l2|cCREs239967	0.547464780397083	0.00201086281879403	0.0209890552102407
Glb1l2|cCREs239975	0.749289040818054	4.31576563122427e-05	0.00363774993599688
Glce|cCREs244441	0.651285747902519	0.000317237791014002	0.00790693448795887
Glce|cCREs244458	0.602365564315833	0.000783461448159772	0.012618254262564
Glce|cCREs244470	0.582063706510224	0.0011200469793099	0.0153092484043857
Glce|cCREs244482	0.616675350327822	0.000605193619175659	0.0109388125742314
Glce|cCREs244517	0.584672765933806	0.00107038840826734	0.0149106741606055
Glis2|cCREs96184	0.476961455362377	0.00604065269929377	0.039315170776922
Glmn|cCREs191826	0.456629133530452	0.00810814477264732	0.0468382948277608
Glra3|cCREs229895	0.465705806302488	0.00711866050460219	0.0434037541946393
Glra3|cCREs229897	0.552105202347151	0.00186231774393653	0.0201545216484328
Gls2|cCREs34554	0.528691290293807	0.0027279166397306	0.0249933509045119
Gls2|cCREs34581	0.626558421194865	0.000504825664277342	0.00993318733533946
Gls2|cCREs34585	0.517789136999303	0.00324334895794387	0.0275250589035348
Glt8d2|cCREs29037	0.782405047006801	2.08015836308251e-05	0.00289723065092085
Glt8d2|cCREs29042	0.554751105519099	0.00178215457960595	0.019683072843544
Glt8d2|cCREs29047	0.786123771731235	1.91309192549838e-05	0.00289723065092085
Glt8d2|cCREs29048	0.694135178896909	0.000136693121406739	0.00537098786523546
Glt8d2|cCREs29076	0.572753729686676	0.00131494363885321	0.0166577387960285
Glt8d2|cCREs29083	0.790757940010194	1.72268993000602e-05	0.00289723065092085
Gltp|cCREs192733	0.611157186257201	0.000668956819854794	0.0115577106525484
Glul|cCREs14937	0.678227501199346	0.000187873150105045	0.00621470211767353
Glyr1|cCREs96226	0.606615165494215	0.000726030799542143	0.0120854972556226
Gm10778|cCREs29006	0.546149375643339	0.00205488448093871	0.0212607465557335
Gm11549|cCREs153195	0.456047657859346	0.00817546729716245	0.047024993796673
Gm11549|cCREs153200	0.586662058049631	0.00103389134130327	0.0145751377111815
Gm11549|cCREs153202	0.647644636120916	0.000340030224219356	0.00817948992358586
Gm11549|cCREs153203	0.644596543086012	0.000360271451722571	0.00836535357186226
Gm11549|cCREs153210	0.459643832603978	0.00776686016720052	0.0456166265213259
Gm11549|cCREs153212	0.563836133378511	0.00153022037434258	0.0180199815072148
Gm11549|cCREs153213	0.818404457960148	9.11125235392163e-06	0.00244435938150818
Gm11549|cCREs153214	0.659261543758112	0.000272187178925853	0.0072629369708687
Gm11549|cCREs153215	0.585355363477898	0.00105773389671326	0.014788966713014
Gm11549|cCREs153216	0.467467397298032	0.00693947228647973	0.0427307526287709
Gm13889|cCREs140279	0.534818602952499	0.00247185339554812	0.0236939112536477
Gm13889|cCREs140280	0.591616780967777	0.000947895477081295	0.0139921398617801
Gm13889|cCREs140283	0.619316782652322	0.000576701996800377	0.0106645678349383
Gm13889|cCREs140284	0.464400065206731	0.00725410196029741	0.0438557015218118
Gm13889|cCREs140314	0.592485367175616	0.000933514840490202	0.0138821589293043
Gm13889|cCREs140315	0.716046098855138	8.72768076088937e-05	0.00452222211660553
Gm13889|cCREs140317	0.643300171113705	0.000369214853286337	0.00843932080669343
Gm13889|cCREs140325	0.474778852853803	0.00623761369532205	0.0401002458838908
Gm13889|cCREs140362	0.554050665271885	0.00180306459781854	0.0198157136742166
Gm13889|cCREs140365	0.459305387085512	0.00780453400675807	0.0457596435313036
Gm19410|cCREs228121	0.571337815419517	0.00134716288922654	0.0168793540027632
Gm28042|cCREs142941	0.484618800877668	0.00539253198080325	0.0367695404099384
Gm28042|cCREs142942	0.489643033635954	0.00500160668688432	0.0352123814383398
Gm5105|cCREs163772	0.517999533675517	0.00323262485198772	0.0274656093625381
Gm5148|cCREs153354	0.486553656604322	0.00523887886898067	0.0361698219600911
Gm6133|cCREs123004	0.505598604648546	0.00392209113491981	0.0306818292734824
Gm6133|cCREs123029	0.675392393440421	0.000198694362854246	0.00635432854553343
Gm6133|cCREs123070	0.54303136542815	0.00216274667887606	0.0218553202151584
Gm7489|cCREs89672	0.544062737196541	0.00212651289983734	0.0216589580399505
Gm8369|cCREs125157	0.662572953206986	0.000255296045345466	0.00711637726400485
Gm8369|cCREs125171	0.456406951681577	0.00813381097766508	0.0469133011174535
Gm8369|cCREs125173	0.739624422690287	5.31185788054112e-05	0.00386690083807822
Gm8369|cCREs125182	0.632457362242019	0.000452504800340869	0.00939698672016318
Gm9925|cCREs122405	0.481185574459751	0.00567506038020771	0.0378605918088112
Gm9925|cCREs122412	0.458648562767876	0.00787810701393599	0.0460359238210154
Gm9925|cCREs122437	0.548877931840465	0.00196452536180569	0.0207759309412372
Gm9925|cCREs122448	0.534837556941158	0.00247109621878172	0.0236939112536477
Gmds|cCREs63783	0.496394655522332	0.00451608886385368	0.0331774296225168
Gmpr|cCREs65510	0.451253341737444	0.00874951997008322	0.0489837485294385
Gna12|cCREs196034	0.525436278347516	0.00287347062670762	0.0257588970009212
Gnai2|cCREs249601	0.575445028839444	0.00125563738039036	0.0162770888376284
Gnao1|cCREs233823	0.466504159413164	0.00703695269641536	0.0430600887991488
Gng12|cCREs203653	0.640744248024912	0.000387454720140124	0.0086438874690273
Gng12|cCREs203656	0.581860933950946	0.00112399343958913	0.015320782363926
Gng12|cCREs203657	0.757252305467313	3.63045509913507e-05	0.00331960523260186
Gng12|cCREs203663	0.548164865236358	0.00198778432303648	0.0209153433953494
Gng12|cCREs203677	0.460680746645858	0.00765243114575243	0.0452038268116868
Gng12|cCREs203684	0.469339406449758	0.00675342815834668	0.0419888754965867
Gng12|cCREs203685	0.685173967988838	0.000163643143438419	0.00587766782158721
Gng12|cCREs203687	0.615871637995345	0.0006141174391191	0.0109999068824267
Gng12|cCREs203710	0.457780455294406	0.00797628213905	0.0463756311695194
Gng4|cCREs61879	0.539655532111764	0.00228529370010977	0.0225911894743748
Gnl3l|cCREs256547	0.518908323055023	0.0031866685962203	0.0272610265423825
Golga1|cCREs134736	0.569245240886514	0.00139610187895822	0.0171713708179709
Golph3l|cCREs159034	0.677143670672347	0.000191943243919468	0.00623886370503555
Gpc6|cCREs84042	0.536345942533249	0.00241150738364315	0.0233041829827984
Gpc6|cCREs84055	0.481172073824198	0.00567619684250098	0.0378605918088112
Gpc6|cCREs84056	0.483899585789094	0.00545066059152288	0.0370273602728247
Gpc6|cCREs84057	0.614892148113135	0.000625157224785289	0.0111059443654209
Gpc6|cCREs84058	0.472733946999822	0.00642728728799225	0.0407985299612873
Gpc6|cCREs84059	0.567018936988102	0.00144994656527997	0.0175317149214394
Gpc6|cCREs84093	0.506150183920999	0.00388882488721576	0.0304847647751765
Gpc6|cCREs84096	0.470740433442686	0.00661708854693421	0.0415097622307442
Gpd1|cCREs95545	0.482688065037231	0.00554983840636092	0.0373843462680087
Gphn|cCREs56166	0.547908961502377	0.00199619222696468	0.0209251061362234
Gphn|cCREs56210	0.474999609135815	0.00621743704165112	0.0399948594313904
Gpm6b|cCREs257422	0.679807261436573	0.000182084985819841	0.00614817128252762
Gpr135|cCREs55414	0.502551843051499	0.0041104788121713	0.0315439110936642
Gpr135|cCREs55415	0.68856042252789	0.000152921746234713	0.00569956496313333
Gpr135|cCREs55427	0.563598871293624	0.00153636376463528	0.0180640504735343
Gpr135|cCREs55437	0.569510392349803	0.00138981220587753	0.0171338849761682
Gpr135|cCREs55440	0.470576158526537	0.00663294786096957	0.0415402212821546
Gpr139|cCREs221963	0.553788996766625	0.00181093318251213	0.0198485337264514
Gpr155|cCREs138359	0.567897540099886	0.00142847448596584	0.0173634556250645
Gpr156|cCREs100000	0.458147602925065	0.00793463053981824	0.0462300913526551
Gpr156|cCREs100069	0.743272601980278	4.91275292925364e-05	0.00378549290310675
Gpr157|cCREs180897	0.485744731714947	0.00530263797940689	0.0364636498877056
Gpr176|cCREs142726	0.526470420126507	0.0028264853360378	0.0254976564724693
Gpr176|cCREs142729	0.714235543990226	9.0615444943265e-05	0.00454806921243732
Gpr176|cCREs142730	0.684390706552116	0.000166221150439183	0.00589450406225969
Gpr176|cCREs142733	0.55504329230636	0.00177349741218491	0.0196529533488624
Gpr176|cCREs142736	0.716576097231677	8.6321603989914e-05	0.00452222211660553
Gpr176|cCREs142737	0.588572786302976	0.000999913965278543	0.0143078674876981
Gpr176|cCREs142739	0.530944184050252	0.00263110744381601	0.0244947436168962
Gpr22|cCREs51797	0.616124217108538	0.000611299979761837	0.0109815823352797
Gpr26|cCREs223307	0.643404450529247	0.000368487895146097	0.00843300508526444
Gpr26|cCREs223321	0.657443616144654	0.00028189728938699	0.00743811964123405
Gpr26|cCREs223325	0.715802596675469	8.77189905426068e-05	0.00452811060002428
Gpr26|cCREs223329	0.666347683049248	0.000237235376043365	0.00683997429436152
Gpr26|cCREs223330	0.729364433190733	6.60463709104553e-05	0.00416541378160916
Gpr26|cCREs223332	0.698775165918492	0.000124431518608636	0.00508714716535193
Gpr26|cCREs223345	0.775633791604722	2.42050084175993e-05	0.00292743617254602
Gpr26|cCREs223352	0.642285617937447	0.000376357412411266	0.00850890697178951
Gpr26|cCREs223369	0.673604861824589	0.00020581355384619	0.00643387502046429
Gpr37|cCREs199192	0.461379449682663	0.00757616498556391	0.0449406876415828
Gpr62|cCREs249338	0.475292316637646	0.00619077333887264	0.0399169547634285
Gpr68|cCREs58871	0.616812486388664	0.000603682979580245	0.010926455189656
